Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
A DOMINGUEZ,"5,14",pujada,"+0,79%","0,04","19.759,44","47,40","0,00","0,00%",1/12
ABENGOA,"0,03",pujada,"+0,00%","0,00","804.712,18","48,97","0,00","0,00%",1/12
ABENGOA CL.B,"0,01",pujada,"+0,00%","0,00","1.283.692,49","189,24","0,00","0,00%",1/12
ABERTIS,"18,80",pujada,"+0,19%","0,04","28.824.949,62","18.643,93","19,83","4,16%",1/12
ACCIONA,"67,76",baixada,"-0,72%","-0,49","11.198.159,08","3.888,50","15,44","4,30%",1/12
ACERINOX,"11,07",baixada,"-1,99%","-0,23","15.057.228,55","3.069,87","15,42","3,94%",1/12
ACS,"31,98",baixada,"-1,60%","-0,52","26.922.814,03","10.124,33","13,42","3,63%",1/12
ADVEO,"2,72",pujada,"+0,00%","0,00","34.917,67","58,91","16,54","0,00%",1/12
AENA,"166,50",baixada,"-0,39%","-0,65","33.903.168,20","25.215,00","20,12","2,51%",1/12
AIRBUS,"86,30",baixada,"-1,20%","-1,05","342.996,60","67.231,47","26,16","1,68%",1/12
ALANTRA,"12,90",baixada,"-0,62%","-0,08","45.475,38","458,43","11,54","7,61%",1/12
ALBA,"49,51",baixada,"-1,57%","-0,79","535.164,72","2.897,51","7,08","2,02%",1/12
ALMIRALL,"8,22",baixada,"-2,49%","-0,21","2.169.546,94","1.430,31","0,00","2,30%",1/12
AMADEUS,"60,35",baixada,"-0,36%","-0,22","36.080.314,55","26.654,08","26,42","1,72%",1/12
AMPER,"0,19",baixada,"-0,53%","-0,00","234.111,72","154,86","0,00","0,00%",1/12
APPLUS SERVICES,"10,70",pujada,"+0,05%","0,01","2.654.742,46","1.670,98","17,50","1,18%",1/12
ARCELORMITTAL,"25,50",pujada,"+0,43%","0,11","20.019.442,26","26.528,62","0,00","0,00%",1/12
AXIA REAL ESTATE,"18,36",pujada,"+0,00%","0,00","1.836.974,84","1.452,77","57,17","1,48%",1/12
AZKOYEN,"8,05",baixada,"-0,49%","-0,04","35.560,26","204,01","17,61","0,00%",1/12
Atresmedia,"9,58",baixada,"-0,73%","-0,07","5.694.233,80","2.146,71","13,60","6,07%",1/12
BANKIA,"4,03",baixada,"-0,15%","-0,01","31.515.254,56","11.701,61","13,63","3,25%",1/12
BANKINTER,"7,98",baixada,"-1,60%","-0,13","11.818.307,06","7.240,37","14,70","3,34%",1/12
BARON DE LEY,"110,85",baixada,"-0,54%","-0,60","87.767,60","461,20","21,20","0,00%",1/12
BBVA,"7,07",baixada,"-1,50%","-0,11","144.319.269,31","47.575,37","11,23","3,65%",1/12
BIOSEARCH,"0,47",baixada,"-3,09%","-0,02","25.401,79","27,12","0,00","0,00%",1/12
BME,"27,500",baixada,"-2,48%","-0,700","5.559.110,94","2.332,46","14,76","6,52%",1/12
CAIXABANK,"3,87",baixada,"-3,01%","-0,12","79.221.272,77","23.602,75","12,86","3,72%",1/12
CELLNEX TELECOM,"20,40",baixada,"-1,35%","-0,28","15.657.080,58","4.749,51","70,20","0,48%",1/12
CEMENTOS PORTLAND,"5,97",pujada,"+0,00%","0,00","0,00","305,54","0,00","0,00%",23/02
CIE AUTOMOTIVE,"23,96",baixada,"-2,86%","-0,71","7.728.767,12","3.093,42","14,84","2,03%",1/12
CLINICA BAVIERA,"8,33",pujada,"+0,00%","0,00","2.483,17","135,84","23,00","2,38%",1/12
COCA-COLA EUR,"33,20",baixada,"-0,69%","-0,23","74.635,89","16.012,40","15,67","2,52%",1/12
CODERE,"8,71",pujada,"+5,70%","0,47","960.760,55","994,54","0,00","0,00%",1/12
COEMAC,"0,38",pujada,"+2,70%","0,01","19.538,43","73,07","59,43","0,00%",1/12
DEOLEO SA,"0,18",pujada,"+0,00%","0,00","15.231,30","207,84","93,33","0,00%",1/12
DIA,"4,09",pujada,"+3,52%","0,14","35.524.956,84","2.552,07","10,67","4,93%",1/12
DOGI INTL FABRICS,"3,39",baixada,"-2,50%","-0,09","65.374,43","240,78","0,00","0,00%",1/12
DURO FELGUERA,"0,40",baixada,"-4,76%","-0,02","255.534,95","65,60","21,85","0,00%",1/12
EBRO FOODS,"19,42",baixada,"-0,08%","-0,02","2.789.620,53","2.990,37","17,04","3,29%",1/12
EDREAMS ODIGEO REG,"4,20",pujada,"+1,50%","0,06","2.174.870,59","454,53","12,13","0,00%",1/12
ELECNOR,"13,47",baixada,"-3,11%","-0,43","241.089,03","1.165,80","12,39","2,12%",1/12
ENAGAS,"24,56",baixada,"-0,41%","-0,10","23.318.031,29","5.869,28","12,22","6,17%",1/12
ENCE,"5,530",pujada,"+0,73%","0,040","3.899.566,65","1.374,20","15,76","3,17%",1/12
ENDESA,"18,56",baixada,"-0,93%","-0,18","27.900.903,24","19.729,85","14,62","7,08%",1/12
ERCROS,"2,56",pujada,"+1,39%","0,04","1.565.683,89","286,66","7,02","0,00%",1/12
EUROPAC,"9,95",baixada,"-1,34%","-0,14","920.570,07","988,41","13,43","3,01%",1/12
EUSKALTEL,"7,50",pujada,"+0,56%","0,04","3.811.022,96","1.341,63","18,15","4,90%",1/12
FAES FARMA,"3,085",baixada,"-1,91%","-0,060","1.347.032,47","799,32","18,25","2,05%",1/12
FCC,"8,90",baixada,"-2,20%","-0,20","232.446,05","3.409,05","17,68","0,00%",1/12
FERROCARRILES,"35,11",pujada,"+0,03%","0,01","1.411.568,89","1.202,23","29,04","1,65%",1/12
FERSA ENERGIAS,"0,47",pujada,"+1,08%","0,01","11.713,02","65,80","91,57","0,00%",1/12
FLUIDRA,"11,20",baixada,"-2,35%","-0,27","2.378.220,38","1.256,94","29,36","1,31%",1/12
GAM,"1,69",baixada,"-0,59%","-0,01","7.052,87","56,60","0,00","0,00%",1/12
GAS NATURAL,"18,64",baixada,"-0,77%","-0,15","22.018.769,76","18.757,92","14,76","5,49%",1/12
GLOBAL DOMINION,"4,39",baixada,"-1,77%","-0,08","458.903,92","751,04","25,07","0,00%",1/12
GR.EMPRES.SAN JOSE,"3,15",baixada,"-3,08%","-0,10","352.922,14","207,43","0,00","0,00%",1/12
GRIFOLS,"23,83",baixada,"-2,08%","-0,51","20.526.692,33","10.295,30","24,91","1,41%",1/12
GRIFOLS CL.B,"18,53",baixada,"-1,01%","-0,19","2.897.768,71","4.927,86","0,00","0,00%",1/12
GRUPO CATALANA OCC,"36,61",pujada,"+1,10%","0,40","2.203.932,96","4.410,00","13,05","2,11%",1/12
GRUPO EZENTIS SA,"0,52",pujada,"+0,78%","0,00","371.242,86","151,88","34,94","0,00%",1/12
GRUPO FERROVIAL,"30,83",baixada,"0,00%","0,00","0,00","4.324,36","0,00","0,00%",4/12
GRUPO PRISA,"2,32",pujada,"+4,93%","0,11","345.950,74","181,19","4,82","0,00%",1/12
HISPANIA ACTIVOS,"14,96",pujada,"+0,91%","0,14","2.922.952,98","1.629,36","21,37","3,71%",1/12
IAG (IBERIA),"6,92",baixada,"-0,40%","-0,03","16.435.531,11","14.943,72","6,53","4,06%",1/12
IBERDROLA,"6,58",baixada,"-1,44%","-0,10","73.555.233,98","41.891,44","15,69","5,13%",1/12
IBERPAPEL GESTION,"29,01",baixada,"-2,03%","-0,60","44.059,73","316,99","17,00","2,08%",1/12
INDITEX,"29,57",baixada,"-0,57%","-0,17","108.522.654,86","92.938,56","26,80","2,51%",1/12
INDRA,"10,95",baixada,"-4,37%","-0,50","31.444.086,87","1.955,56","16,35","0,00%",1/12
INM. COLONIAL,"8,00",pujada,"+0,79%","0,06","11.395.124,00","3.140,15","34,20","2,42%",1/12
INMO DEL SUR,"10,66",baixada,"-0,09%","-0,01","14.156,48","180,92","0,00","0,00%",1/12
INYPSA,"0,160",pujada,"+0,00%","0,000","201.959,35","57,40","0,00","0,00%",1/12
LABORATORIOS FARMA,"16,43",pujada,"+0,00%","0,00","12.945,30","821,50","40,20","1,04%",1/12
LAR ESPANA,"8,32",baixada,"-0,96%","-0,08","631.370,83","774,52","29,47","4,51%",1/12
LIBERBANK,"0,46",baixada,"-0,43%","-0,00","1.793.909,07","1.343,43","0,00","0,00%",1/12
LINGOTES,"17,70",baixada,"-1,17%","-0,21","79.341,54","176,95","0,00","0,00%",1/12
LOGISTA,"20,28",pujada,"+0,60%","0,12","2.332.701,71","2.704,12","17,36","5,21%",1/12
MAPFRE,"2,79",baixada,"-1,34%","-0,04","18.288.435,81","8.616,59","12,83","5,27%",1/12
MEDIASET,"9,667",baixada,"-1,21%","-0,118","12.303.292,96","3.260,44","16,17","5,87%",1/12
MELIA HOTELS INTL,"11,08",baixada,"-1,07%","-0,12","5.613.218,16","2.558,86","22,93","1,16%",1/12
MERLIN PROP.,"11,01",baixada,"-0,41%","-0,05","11.751.252,09","5.188,62","19,15","4,14%",1/12
MIQUEL Y COSTAS,"34,93",pujada,"+0,43%","0,15","1.819.905,40","722,75","19,30","1,55%",1/12
MONTEBALITO,"2,280",pujada,"+1,33%","0,030","32.063,33","67,35","0,00","0,00%",1/12
NATRA,"0,41",baixada,"-1,20%","-0,01","33.480,74","19,23","2,11","0,00%",1/12
NATURHOUSE HEALTH,"4,01",baixada,"-0,37%","-0,02","127.798,15","242,40","11,22","9,41%",1/12
NH HOTELES,"6,035",baixada,"-2,27%","-0,140","3.732.836,45","2.143,66","47,25","0,87%",1/12
NICOLAS CORREA,"2,73",pujada,"+1,30%","0,04","118.997,34","33,01","0,00","0,00%",1/12
OHL,"4,88",baixada,"-0,91%","-0,05","6.744.204,47","1.463,92","16,51","0,93%",1/12
ORYZON GENOMICS,"2,95",baixada,"-3,28%","-0,10","5.626.284,20","100,09","0,00","0,00%",1/12
PARQUES REUNIDOS,"14,46",baixada,"-1,33%","-0,20","339.107,37","1.165,51","19,04","1,93%",1/12
PHARMA MAR R,"2,38",baixada,"-0,63%","-0,02","796.159,35","532,13","0,00","0,00%",1/12
POPULAR,"0,32",baixada,"-6,21%","-0,02","80.937.179,78","1.305,22","0,00","0,00%",8/06
PRIM,"10,50",baixada,"-0,48%","-0,05","25.973,40","182,14","14,24","2,66%",1/12
PROSEGUR,"6,94",pujada,"+1,17%","0,08","2.327.676,59","4.270,50","25,26","1,70%",1/12
QUABIT INMOBIL.,"1,71",baixada,"-1,50%","-0,03","664.061,11","132,30","0,00","0,00%",1/12
REALIA BUSINESS,"1,08",baixada,"-3,57%","-0,04","435.544,07","696,39","42,78","0,00%",1/12
REE,"18,76",baixada,"-1,26%","-0,24","23.471.338,30","10.145,25","14,85","5,00%",1/12
RENTA 4 SERVICIOS,"6,03",pujada,"+0,83%","0,05","23.254,21","246,19","19,61","1,54%",1/12
RENTA CORPORACION,"2,785",baixada,"-1,07%","-0,030","77.550,64","91,43","14,03","6,06%",1/12
REPSOL,"15,35",baixada,"-0,49%","-0,08","72.595.772,18","23.560,08","10,36","5,33%",1/12
RIOJANAS,"5,89",pujada,"+4,06%","0,23","16.187,60","29,78","0,00","0,00%",1/12
Reig Jofre,"2,36",pujada,"+0,60%","0,01","27.567,89","149,99","23,74","1,26%",1/12
SABADELL,"1,66",baixada,"-1,66%","-0,03","19.960.021,73","9.498,32","11,78","3,64%",1/12
SACYR,"2,14",pujada,"+5,68%","0,12","20.573.092,75","1.147,79","5,96","0,00%",1/12
SAETA YIELD,"9,64",baixada,"-0,61%","-0,06","727.962,55","785,01","18,37","7,60%",1/12
SANTANDER,"5,50",baixada,"-2,48%","-0,14","263.076.236,11","90.233,37","12,19","3,90%",1/12
SIEMENS GAMESA,"10,49",baixada,"-0,29%","-0,03","34.527.520,50","7.209,90","9,87","1,74%",1/12
SNIACE,"0,19",baixada,"-2,07%","-0,00","153.273,29","66,33","0,00","0,00%",1/12
SOLARIA ENERGIA,"1,67",baixada,"-1,19%","-0,02","798.017,93","185,23","28,51","0,00%",1/12
TALGO,"3,94",pujada,"+0,41%","0,02","1.325.821,55","539,42","11,86","1,78%",1/12
TECNICAS REUNIDAS,"25,38",baixada,"-0,94%","-0,24","12.365.051,93","1.425,35","21,15","5,84%",1/12
TECNOCOM TEL ENERG,"4,75",pujada,"+0,00%","0,00","0,00","393,94","27,94","1,81%",19/05
TELEFONICA,"8,56",baixada,"-0,50%","-0,04","107.661.817,67","43.380,54","11,69","4,69%",1/12
TELEPIZZA GROUP,"4,88",baixada,"-0,47%","-0,02","424.138,94","487,79","15,07","0,50%",1/12
TUBACEX,"3,24",baixada,"-1,37%","-0,05","700.053,22","433,51","112,52","0,02%",1/12
TUBOS REUNIDOS,"0,82",pujada,"+0,00%","0,00","81.677,18","143,24","0,00","0,00%",1/12
URBAS,"0,02",pujada,"+0,00%","0,00","0,00","45,64","0,00","0,00%",1/12
VIDRALA,"85,15",pujada,"+0,83%","0,70","1.210.343,95","2.124,88","24,10","1,00%",1/12
VISCOFAN,"53,29",baixada,"-0,98%","-0,53","4.878.568,17","2.490,50","19,62","2,79%",1/12
VOCENTO,"1,47",pujada,"+0,68%","0,01","30.753,54","183,71","19,33","0,00%",1/12
ZARDOYA OTIS,"9,33",baixada,"-0,64%","-0,06","1.484.658,98","4.389,43","28,33","3,42%",1/12
